drugName,condition,review,rating,usefulCount
Ciprofloxacin,,Doctor prescribed this for Allergy and it actually helped :),9,14
Amlodipine,Back Pain,I feel much better now after using this medicine for Back Pain.,10,79
Metformin,Migraine,Doctor prescribed this for Migraine and it actually helped :),7,71
Amlodipine,Insomnia,Terrible experience!! didn't help my Insomnia at all.,3,66
Amlodipine,Arthritis,<p>This medication improved my Arthritis a lot</p>,10,16
Omeprazole,Acne,I had headaches & nausea while taking this for Acne.,1,90
Prednisone,Allergy,I had headaches & nausea while taking this for Allergy.,5,55
Gabapentin,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,9,77
Omeprazole,Hypertension,Doctor prescribed this for Hypertension and it actually helped :),8,24
Azithromycin,Arthritis,not effective for my Arthritis :(,5,18
Ciprofloxacin,Infection,Waste of money for Infection treatment...,3,86
Doxycycline,Allergy,<div>Side effects were bad when I used this for Allergy</div>,3,94
Omeprazole,Migraine,Waste of money for Migraine treatment...,3,49
Omeprazole,Allergy,Terrible experience!! didn't help my Allergy at all.,3,97
Prednisone,Arthritis,<p>This medication improved my Arthritis a lot</p>,10,20
Sertraline,Asthma,"good results for Asthma, will continue using.",9,99
Atorvastatin,Anxiety,<p>This medication improved my Anxiety a lot</p>,8,27
Sertraline,Back Pain,I had headaches & nausea while taking this for Back Pain.,3,63
Ciprofloxacin,Diabetes,Waste of money for Diabetes treatment...,5,28
Amoxicillin,Arthritis,Waste of money for Arthritis treatment...,4,50
Doxycycline,Infection,I feel much better now after using this medicine for Infection.,7,7
Doxycycline,GERD,THIS DRUG worked GREAT for my GERD!!!,9,15
Gabapentin,Allergy,THIS DRUG worked GREAT for my Allergy!!!,7,52
Ciprofloxacin,Infection,"good results for Infection, will continue using.",9,3
Doxycycline,Insomnia,Terrible experience!! didn't help my Insomnia at all.,3,10
Lisinopril,Acne,"good results for Acne, will continue using.",8,10
Amoxicillin,Acne,Terrible experience!! didn't help my Acne at all.,4,51
Ibuprofen,,I had headaches & nausea while taking this for Anxiety.,1,89
Azithromycin,Back Pain,<div>Side effects were bad when I used this for Back Pain</div>,4,41
Amoxicillin,Depression,not effective for my Depression :(,6,67
Lisinopril,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,5,30
Amlodipine,GERD,Waste of money for GERD treatment...,5,62
Sertraline,GERD,I feel much better now after using this medicine for GERD.,9,58
Lisinopril,Depression,Waste of money for Depression treatment...,4,3
Sertraline,Depression,THIS DRUG worked GREAT for my Depression!!!,7,32
Omeprazole,,I feel much better now after using this medicine for Back Pain.,7,73
Ciprofloxacin,Insomnia,I had headaches & nausea while taking this for Insomnia.,1,40
Amlodipine,Insomnia,Waste of money for Insomnia treatment...,1,42
Lisinopril,Asthma,Terrible experience!! didn't help my Asthma at all.,3,68
Fluoxetine,Allergy,"good results for Allergy, will continue using.",9,96
Azithromycin,Anxiety,<p>This medication improved my Anxiety a lot</p>,8,77
Prednisone,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),7,79
Prednisone,Depression,I feel much better now after using this medicine for Depression.,9,61
Sertraline,Hypertension,<p>This medication improved my Hypertension a lot</p>,10,87
Gabapentin,Depression,not effective for my Depression :(,1,100
Amoxicillin,Arthritis,THIS DRUG worked GREAT for my Arthritis!!!,7,40
Amoxicillin,Migraine,,8,88
Azithromycin,Depression,Doctor prescribed this for Depression and it actually helped :),10,62
Atorvastatin,Insomnia,Doctor prescribed this for Insomnia and it actually helped :),9,41
Amoxicillin,Migraine,<div>Side effects were bad when I used this for Migraine</div>,4,85
Ibuprofen,GERD,I had headaches & nausea while taking this for GERD.,3,17
Sertraline,Allergy,,8,96
Gabapentin,Infection,,7,10
Azithromycin,GERD,Terrible experience!! didn't help my GERD at all.,6,39
Atorvastatin,Allergy,Terrible experience!! didn't help my Allergy at all.,5,4
Omeprazole,Acne,Waste of money for Acne treatment...,6,6
Amoxicillin,Infection,not effective for my Infection :(,4,83
Metformin,Arthritis,not effective for my Arthritis :(,5,32
Doxycycline,Infection,THIS DRUG worked GREAT for my Infection!!!,8,51
Prednisone,Anxiety,I feel much better now after using this medicine for Anxiety.,8,77
Atorvastatin,GERD,,2,40
Gabapentin,Migraine,<p>This medication improved my Migraine a lot</p>,10,85
Sertraline,Hypertension,<div>Side effects were bad when I used this for Hypertension</div>,2,30
Ibuprofen,Anxiety,<p>This medication improved my Anxiety a lot</p>,7,26
Amoxicillin,Anxiety,"good results for Anxiety, will continue using.",7,75
Sertraline,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,2,10
Metformin,Diabetes,THIS DRUG worked GREAT for my Diabetes!!!,7,71
Prednisone,Back Pain,not effective for my Back Pain :(,1,16
Omeprazole,Allergy,I feel much better now after using this medicine for Allergy.,10,30
Ibuprofen,,THIS DRUG worked GREAT for my Allergy!!!,10,28
Omeprazole,Migraine,I feel much better now after using this medicine for Migraine.,9,67
Metformin,Asthma,"good results for Asthma, will continue using.",7,11
Ibuprofen,Migraine,Doctor prescribed this for Migraine and it actually helped :),10,10
Doxycycline,Migraine,Terrible experience!! didn't help my Migraine at all.,2,82
Doxycycline,Depression,<div>Side effects were bad when I used this for Depression</div>,5,79
Ciprofloxacin,Asthma,Doctor prescribed this for Asthma and it actually helped :),7,2
Ciprofloxacin,Diabetes,I feel much better now after using this medicine for Diabetes.,10,33
Omeprazole,Back Pain,Waste of money for Back Pain treatment...,4,26
Ciprofloxacin,Diabetes,<p>This medication improved my Diabetes a lot</p>,9,89
Doxycycline,Arthritis,not effective for my Arthritis :(,5,77
Ciprofloxacin,Diabetes,Waste of money for Diabetes treatment...,4,96
Gabapentin,Hypertension,<div>Side effects were bad when I used this for Hypertension</div>,5,17
Atorvastatin,Asthma,<div>Side effects were bad when I used this for Asthma</div>,2,59
Amoxicillin,Insomnia,<p>This medication improved my Insomnia a lot</p>,8,76
Gabapentin,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,1,59
Gabapentin,Migraine,"good results for Migraine, will continue using.",9,75
Azithromycin,Infection,Doctor prescribed this for Infection and it actually helped :),9,98
Amoxicillin,Insomnia,"good results for Insomnia, will continue using.",8,71
Azithromycin,,I had headaches & nausea while taking this for Migraine.,3,18
Lisinopril,Allergy,<div>Side effects were bad when I used this for Allergy</div>,4,18
Doxycycline,Migraine,I had headaches & nausea while taking this for Migraine.,3,38
Lisinopril,Diabetes,,5,33
Doxycycline,Depression,I had headaches & nausea while taking this for Depression.,1,29
Doxycycline,Insomnia,I had headaches & nausea while taking this for Insomnia.,1,80
Gabapentin,Depression,,8,36
Sertraline,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),8,69
Doxycycline,GERD,I feel much better now after using this medicine for GERD.,8,71
Paracetamol,Asthma,I feel much better now after using this medicine for Asthma.,7,65
Azithromycin,Migraine,"good results for Migraine, will continue using.",8,2
Doxycycline,Arthritis,Waste of money for Arthritis treatment...,2,22
Amlodipine,Depression,<p>This medication improved my Depression a lot</p>,8,97
Sertraline,Arthritis,I feel much better now after using this medicine for Arthritis.,8,42
Amlodipine,Infection,<p>This medication improved my Infection a lot</p>,9,26
Amoxicillin,Hypertension,I had headaches & nausea while taking this for Hypertension.,3,77
Lisinopril,Acne,Terrible experience!! didn't help my Acne at all.,1,3
Omeprazole,Back Pain,,7,82
Prednisone,,THIS DRUG worked GREAT for my Insomnia!!!,8,25
Lisinopril,Infection,<p>This medication improved my Infection a lot</p>,7,57
Azithromycin,Asthma,<p>This medication improved my Asthma a lot</p>,9,43
Azithromycin,Hypertension,<div>Side effects were bad when I used this for Hypertension</div>,1,68
Metformin,Back Pain,<p>This medication improved my Back Pain a lot</p>,9,64
Amoxicillin,Insomnia,I had headaches & nausea while taking this for Insomnia.,1,45
Gabapentin,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),10,10
Metformin,,,2,31
Gabapentin,Arthritis,Terrible experience!! didn't help my Arthritis at all.,5,12
Paracetamol,Diabetes,Terrible experience!! didn't help my Diabetes at all.,3,20
Amoxicillin,Asthma,I had headaches & nausea while taking this for Asthma.,5,44
Paracetamol,Allergy,<div>Side effects were bad when I used this for Allergy</div>,4,97
Fluoxetine,Allergy,<div>Side effects were bad when I used this for Allergy</div>,6,49
Gabapentin,Asthma,I had headaches & nausea while taking this for Asthma.,6,82
Ciprofloxacin,Asthma,"good results for Asthma, will continue using.",8,60
Azithromycin,Diabetes,Waste of money for Diabetes treatment...,4,79
Sertraline,Allergy,I feel much better now after using this medicine for Allergy.,9,18
Doxycycline,Anxiety,THIS DRUG worked GREAT for my Anxiety!!!,7,83
Gabapentin,Allergy,<p>This medication improved my Allergy a lot</p>,10,72
Lisinopril,,I had headaches & nausea while taking this for Depression.,4,80
Atorvastatin,Allergy,I had headaches & nausea while taking this for Allergy.,3,10
Atorvastatin,,<div>Side effects were bad when I used this for GERD</div>,2,89
Sertraline,Depression,Doctor prescribed this for Depression and it actually helped :),8,79
Doxycycline,Asthma,"good results for Asthma, will continue using.",10,84
Ibuprofen,Migraine,Waste of money for Migraine treatment...,5,30
Omeprazole,Diabetes,<p>This medication improved my Diabetes a lot</p>,10,17
Doxycycline,Diabetes,Waste of money for Diabetes treatment...,5,70
Sertraline,Arthritis,THIS DRUG worked GREAT for my Arthritis!!!,8,81
Doxycycline,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),9,90
Omeprazole,Diabetes,<div>Side effects were bad when I used this for Diabetes</div>,4,79
Amoxicillin,Anxiety,not effective for my Anxiety :(,1,93
Azithromycin,Back Pain,not effective for my Back Pain :(,6,54
Metformin,Infection,Terrible experience!! didn't help my Infection at all.,1,52
Gabapentin,Arthritis,I had headaches & nausea while taking this for Arthritis.,5,18
Ciprofloxacin,Allergy,Waste of money for Allergy treatment...,3,81
Sertraline,Back Pain,<div>Side effects were bad when I used this for Back Pain</div>,2,55
Omeprazole,Anxiety,"good results for Anxiety, will continue using.",7,38
Fluoxetine,Hypertension,"good results for Hypertension, will continue using.",10,30
Metformin,Depression,<div>Side effects were bad when I used this for Depression</div>,5,78
Gabapentin,,<p>This medication improved my Depression a lot</p>,8,1
Amlodipine,Asthma,Terrible experience!! didn't help my Asthma at all.,6,80
Atorvastatin,GERD,I feel much better now after using this medicine for GERD.,10,90
Fluoxetine,GERD,"good results for GERD, will continue using.",9,1
Prednisone,GERD,Doctor prescribed this for GERD and it actually helped :),10,19
Metformin,Infection,not effective for my Infection :(,2,84
Azithromycin,Allergy,"good results for Allergy, will continue using.",7,18
Prednisone,Depression,Waste of money for Depression treatment...,3,30
Lisinopril,Migraine,<div>Side effects were bad when I used this for Migraine</div>,1,88
Prednisone,Asthma,not effective for my Asthma :(,2,72
Amoxicillin,GERD,Terrible experience!! didn't help my GERD at all.,5,37
Doxycycline,Hypertension,<p>This medication improved my Hypertension a lot</p>,8,94
Metformin,Infection,"good results for Infection, will continue using.",10,41
Ibuprofen,Asthma,<p>This medication improved my Asthma a lot</p>,9,25
Doxycycline,Migraine,"good results for Migraine, will continue using.",10,40
Lisinopril,Insomnia,I feel much better now after using this medicine for Insomnia.,8,96
Prednisone,Back Pain,Waste of money for Back Pain treatment...,3,1
Metformin,Hypertension,not effective for my Hypertension :(,4,75
Atorvastatin,Arthritis,I feel much better now after using this medicine for Arthritis.,8,28
Gabapentin,GERD,"good results for GERD, will continue using.",7,63
Fluoxetine,,,1,40
Prednisone,Insomnia,I had headaches & nausea while taking this for Insomnia.,1,61
Gabapentin,Anxiety,Waste of money for Anxiety treatment...,4,47
Ciprofloxacin,Anxiety,THIS DRUG worked GREAT for my Anxiety!!!,7,80
Doxycycline,Migraine,I had headaches & nausea while taking this for Migraine.,2,9
Fluoxetine,Infection,THIS DRUG worked GREAT for my Infection!!!,8,67
Atorvastatin,Hypertension,Waste of money for Hypertension treatment...,6,91
Paracetamol,Hypertension,Waste of money for Hypertension treatment...,3,42
Omeprazole,Asthma,I had headaches & nausea while taking this for Asthma.,1,67
Ibuprofen,Asthma,THIS DRUG worked GREAT for my Asthma!!!,10,34
Amoxicillin,Diabetes,Doctor prescribed this for Diabetes and it actually helped :),10,52
Gabapentin,Infection,THIS DRUG worked GREAT for my Infection!!!,7,26
Sertraline,Acne,<p>This medication improved my Acne a lot</p>,8,7
Doxycycline,Acne,Terrible experience!! didn't help my Acne at all.,1,83
Omeprazole,,not effective for my Diabetes :(,2,65
Atorvastatin,Allergy,not effective for my Allergy :(,4,45
Gabapentin,Back Pain,"good results for Back Pain, will continue using.",9,32
Amoxicillin,Insomnia,Doctor prescribed this for Insomnia and it actually helped :),10,21
Fluoxetine,Asthma,Terrible experience!! didn't help my Asthma at all.,3,21
Atorvastatin,Migraine,,5,53
Sertraline,Infection,"good results for Infection, will continue using.",7,42
Gabapentin,Diabetes,Terrible experience!! didn't help my Diabetes at all.,5,93
Azithromycin,Hypertension,Waste of money for Hypertension treatment...,2,91
Atorvastatin,Insomnia,I had headaches & nausea while taking this for Insomnia.,1,49
Doxycycline,,<div>Side effects were bad when I used this for Infection</div>,3,47
Amlodipine,Insomnia,"good results for Insomnia, will continue using.",9,44
Amlodipine,Insomnia,Terrible experience!! didn't help my Insomnia at all.,1,100
Gabapentin,Anxiety,"good results for Anxiety, will continue using.",10,53
Prednisone,Asthma,Terrible experience!! didn't help my Asthma at all.,4,84
Sertraline,Diabetes,<div>Side effects were bad when I used this for Diabetes</div>,5,99
